Type,Text,URL
p,"The article is focused on the role of nanohydroxy apatite (nHAp) and cellulose nanofibers (CNFs) as fillers in the electrospun poly (vinylalcohol) (ES-PVA) nanofibers for bone tissue engineering (TE). Fibrous scaffolds of PVA, PVA/nHAp (10 wt.%), and PVA/nHAp(10 wt.%)/CNF(3 wt.%) were successfully fabricated and characterized. Tensile test on electrospun PVA/nHAp10 and PVA/nHAp10/CNF3 revealed a three-fold and seven-fold increase in modulus compared with pure ES-PVA (45.45 ± 4.77). Although, nanofiller loading slightly reduced the porosity percentage, all scaffolds had porosity higher than 70%. In addition, contact angle test proved the great hydrophilicity of scaffolds. The presence of fillers reduced in vitro biodegradation rate in PBS while accelerates biomineralization in simulated body fluid (SBF). Furthermore, cell viability, cell attachment, and functional activity of osteoblast MG-63 cells were studied on scaffolds showing higher cellular activity for scaffolds with nanofillers. Generally, the obtained results confirm that the 3-componemnt fibrous scaffold of PVA/nHAp/CNF has promising potential in hard TE. © 2018 Wiley Periodicals, Inc. J Biomed Mater Res Part A: 106A: 1111-1120, 2018. © 2018 Wiley Periodicals, Inc.",
p,TheVinylChloride Problem: Several Routes to One Compound.,
a,TheVinylChloride Problem: Several Routes to One Compound.,https://eric.ed.gov/?q=combining+AND+chemicals&pg=5&id=ED263023
p,ERIC Educational Resources Information Center,
a,ERIC Educational Resources Information Center,http://www.eric.ed.gov/ERICWebPortal/search/extended.jsp?_pageLabel=advanced
p,"Nechvatal, A.; And Others",
p,,
p,"This unit is one of a group of units written to fit the Certificate of Sixth Year Studies (CSYS) chemistry course, but it could be used in most Sixth Form courses. These materials are designed for use in a group decision-making format with each of three groups representing a different manufacturing process which producesvinylchloride. The unit…",
p,DISPERSION POLYMERIZATION OF 1-VINYL-2-PYRROLIDONEIN SUPERCRITICAL CARBON DIOXIDE. (R826115),
a,DISPERSION POLYMERIZATION OF 1-VINYL-2-PYRROLIDONEIN SUPERCRITICAL CARBON DIOXIDE. (R826115),https://cfpub.epa.gov/si/si_public_record_report.cfm?dirEntryId=68043&keyword=vinyl+AND+record&actType=&TIMSType=+&TIMSSubTypeID=&DEID=&epaNumber=&ntisID=&archiveStatus=Both&ombCat=Any&dateBeginCreated=&dateEndCreated=&dateBeginPublishedPresented=&dateEndPublishedPresented=&dateBeginUpdated=&dateEndUpdated=&dateBeginCompleted=&dateEndCompleted=&personID=&role=Any&journalID=&publisherID=&sortBy=revisionDate&count=50
p,EPA Science Inventory,
a,EPA Science Inventory,http://oaspub.epa.gov/eims/query.page
p,,
p,,
p,"The perspectives, information and conclusions conveyed in research project abstracts, progress reports, final reports, journal abstracts and journal publications convey the viewpoints of the principal investigator and may not represent the views and policies of ORD and EPA. Concl...",
p,Safety and efficacy ofvinylbags in prevention of hypothermia of preterm neonates at birth.,
a,Safety and efficacy ofvinylbags in prevention of hypothermia of preterm neonates at birth.,https://www.ncbi.nlm.nih.gov/pubmed/20859046
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Gathwala, Geeta; Singh, Gurmeet; Agrawal, Nitika",
p,2010-01-01,
p,"The present study was planned to evaluate the safety and efficacy ofvinylbags in prevention of hypothermia during resuscitation at birth in very low birth weight neonates. Sixty neonates of gestational age ≤32 weeks and birth weight ≤ 1500gm were randomised to either study group, or control group. Study group neonates were put invinylbags up to neck and the head was covered with a cap after drying immediately following delivery and resuscitated under radiant warmer. Control group neonates were resuscitated by conventional drying under radiant warmer. Mean axillary and rectal temperature recorded immediately after admission to NICU were significantly higher in the study group compared to control group. Temperature recorded after 1 hour of admission to NICU were however comparable between the two groups. As temperature maintenance in these VLBW neonates is of tremendous importance, it would make sense to recommend the use ofvinylbags during their resuscitation.",
p,Preparation of end-grafted polymer brushes by nitroxide-mediated free radical polymerization of vaporizedvinylmonomers.,
a,Preparation of end-grafted polymer brushes by nitroxide-mediated free radical polymerization of vaporizedvinylmonomers.,https://www.ncbi.nlm.nih.gov/pubmed/16207036
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Li, Jun; Chen, Xiaoru; Chang, Ying-Chih",
p,2005-10-11,
p,"In this work, we report a gas-phase polymerization approach to create end-graftedvinylbased polymer films on silicon oxide based substrates. The ""surface-initiated vapor deposition polymerization"" (SI-VDP) of vaporizedvinylmonomers, via the nitroxide-mediated free radical polymerization mechanism, was developed to fabricate various homo- and block copolymer brushes from surface-bound initiators, 1-(4'-oxa-2'-phenyl-12'-trimethoxysilyldodecyloxy)-2,2,6,6-tetra-methylpiperidine (""TEMPO""). The resulting polymer thin films were characterized by the Fourier transform infrared spectroscopy, X-ray photoelectron spectroscopy, ellipsometry, and contact angle goniometry, respectively, to identify the surface composition, film thickness, surface coverage, and water contact angles. Through the SI-VDP, end-grafted polymer films of polystyrene (PSt), poly(acrylic acid) (PAAc), poly(N-(2-hydroxypropyl) methacrylamide) (PHPMA), and poly(N-isopropylacrylamide) (PNIPAAm) with 10-200 nm thicknesses were fabricated. Furthermore, the block copolymer films of PAAc (1st block)-b-PSt (2nd block), PSt (1st block)-b-PAAc (2nd block), and a triblock copolymer film of PAAc (1st)-b-PSt (2nd)-b-PHPMA (3rd), were also fabricated, suggesting the ""renewability"" of the TEMPO-initiated polymerization in the SI-VDP scheme. It is also noticed that the SI-VDP is more efficient than the conventional solution phase polymerization in producing functional polymer brushes such as PNIPAAm, PAAc, or PAAc-b-PSt end-grafted films. In summary, our studies have shown clear advantages of the SI-VDP setup for the nitroxide-mediated polymerization scheme in controlling synthesis of end-grafted homo- and copolymer thin films.",
p,Nanostructural surface engineering of grafted polymers on inorganic oxide substrates for membrane separations,
a,Nanostructural surface engineering of grafted polymers on inorganic oxide substrates for membrane separations,http://adsabs.harvard.edu/abs/2002PhDT........53Y
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Yoshida, Wayne Hiroshi",
p,,
p,"Nanostructural engineering of inorganic substrates by free radical graft polymerization was studied with the goal of developing new membrane materials for pervaporation. Graft polymerization consisted of modification of surface hydroxyls withvinyltrimethoxysilane, followed by solution graft polymerization reaction using eithervinylacetate (VAc) orvinylpyrrolidone(VP). The topology of the modified surfaces was studied by atomic force microscopy (AFM) on both atomically smooth silicon wafer substrates and microporous inorganic membrane supports in order to deduce the effects of modification on the nanostructural properties of the membrane. While unmodified wafers showed a root-mean-square (RMS) surface roughness of 0.21 +/- 0.03 nm, roughness increased to 3.15 +/- 0.23 nm upon silylation. Under poor solvent conditions (i.e., air), surfaces modified with higher poly(vinylacetate) (PVAc) or poly(vinylpyrrolidone) (PVP) polymer graft yields displayed lateral inhomogeneities in the polymer layer. Although RMS surface roughness was nearly identical (0.81--0.85 nm) for PVAc-modified surfaces grafted at different monomer concentrations, the skewness of the height distribution decreased from 2.22 to 0.78 as polymer graft yield increased from 0.8 to 3.5 mg/m2. The polymer-modified surfaces were used to create inorganic pervaporation membranes consisting of a single macromolecular separation layer formed by graft polymerization. PVAc grafted silica membranes (500A native pore size) were found selective for MTBE in the separation of 0.1--1% (v/v) MTBE from water, achieving MTBE enrichment factors as high as 371 at a permeate flux of 0.38 l/m2 hr and a Reynolds number of 6390; however, these membranes could not separate anhydrous organic mixtures. Pervaporative separation of methanol/MTBE mixtures was possible with PVAc and PVP-modified alumina supports of 50A native pore size, where the separation layer consisted of grafted polymer chains with estimated radius of",
p,Sonochemical synthesis of PVA/PVP blend nanocomposite containing modified CuO nanoparticles with vitamin B1 and their antibacterial activity against Staphylococcus aureus and Escherichia coli.,
a,Sonochemical synthesis of PVA/PVP blend nanocomposite containing modified CuO nanoparticles with vitamin B1 and their antibacterial activity against Staphylococcus aureus and Escherichia coli.,https://www.ncbi.nlm.nih.gov/pubmed/29555293
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Mallakpour, Shadpour; Mansourzadeh, Soheila",
p,2018-05-01,
p,"The aim of this paper was to blend the polymers, poly(N-vinyl-2-pyrrolidone) (PVP) and poly(vinylalcohol) (PVA) to produce a novel composite materials possessing the benefits of both. CuO nanoparticles (NPs) were used as a suitable filler to fabricate the blend nanocomposites (NCs) with desired properties. First, the surface of NPs, was modified with vitamin B 1 (VB 1 ) as a bio-safe coupling agent. Then, the blend NCs with various ratios of modified CuO (3, 5, and 7 wt%) were fabricated under ultrasonic irradiations followed by casting/solvent evaporation method. These processes are fast and green way to disperse the NPs sufficiently. Several techniques were applied for the characterization of the obtained NCs. morphology examination demonstrated the morphology of NCs and compatibility of NPs with the blend polymer. EDX results indicated the weight and atomic percentage of the achieved materials. TGA analysis verified that the NCs show higher thermal properties than the neat blend polymer. Also embedding the modified NPs into the blend polymer had effected on optical absorbance of the obtained NCs. The contact angle measurements confirmed that the hydrophilicity decreased for different proportions of the modified NPs loaded in the blend polymer. Finally, NCs show better bactericidal effects against gram-positive than gram-negative bacteria. Copyright © 2018 Elsevier B.V. All rights reserved.",
p,"Merging Photoredox with 1,2-Metallate Rearrangements: The Photochemical Alkylation ofVinylBoronate Complexes.",
a,"Merging Photoredox with 1,2-Metallate Rearrangements: The Photochemical Alkylation ofVinylBoronate Complexes.",https://www.ncbi.nlm.nih.gov/pubmed/28402109
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Silvi, Mattia; Sandford, Christopher; Aggarwal, Varinder K",
p,2017-04-26,
p,"Vinylboronates react with electron-deficient alkyl iodides in the presence of visible light to give boronic esters in which two new C-C bonds have been created. The reaction occurs by radical addition of an electron-deficient alkyl radical to thevinylboronate followed by electron transfer with another molecule of alkyl iodide, continuing the chain, and triggering a 1,2-metalate rearrangement. In a number of cases, the use of a photoredox catalyst enhances yields significantly. The scope of the radical precursor includes α-iodo ketones, esters, nitriles, primary amides, α-fluorinated halo-acetates and perfluoroalkyl iodides.",
p,Electrocatalytic effect of polyvinylpyrrolidonecapped platinum nanoparticles electrodeposited on platinum electrode for ammonia oxidation,
a,Electrocatalytic effect of polyvinylpyrrolidonecapped platinum nanoparticles electrodeposited on platinum electrode for ammonia oxidation,http://adsabs.harvard.edu/abs/2018AIPC.1962d0008M
p,NASA Astrophysics Data System (ADS),
a,NASA Astrophysics Data System (ADS),http://adsabs.harvard.edu/abstract_service.html
p,"Mayedwa, Noluthando; Matinise, Nolubabalo; Mongwaketsi, Nametso; Maaza, Malik",
p,2018-05-01,
p,"The aim of this work was to study structural and kinetic parameters as well as the mechanism of platinum nanoparticles (PtNP) reduced with sodium borohydride (NaBH4) and capped with polyvinylpyrrolidone(PVP). The nanoparticles were supported on Pt electrode for ammonia oxidation in fuel cell application. X-ray diffraction (XRD) was used to study structural composition and high resolution transmission electron microscopy (HRTEM) was used for morphological study of the nanoalloy. The electrocatalysts were studied in alkaline solution of potassium hydroxide (KOH) by cyclic voltammetry (CV), square wave voltammetry (SWV) and electrochemical impedance spectroscopy (EIS). CV showed that the ammonia oxidation over potential for PtNP was -431 mV and with exchange current density of 1.726 × 10-4 A. EIS showed that the charge transfer resistance (Rct) of PtNP was the lowest (Rct = 1.943 × 106 Ω) compared to that of bare Pt working electrode (2.0604 × 106 Ω), indicating that the Pt nanoparticles have good conductivity and played an important role in accelerating the transfer of electrons.",
